id,creationTimeSeconds,hacker,defender,verdict,problem,judgeProtocol
369752,1510249358,"{'contestId': 888, 'members': [{'handle': 'mr.Brazz'}], 'participantType': 'PRACTICE', 'ghost': False, 'startTimeSeconds': 1510239900}","{'contestId': 888, 'members': [{'handle': 'Nuwaisir_Rabi'}], 'participantType': 'PRACTICE', 'ghost': False, 'startTimeSeconds': 1510239900}",HACK_UNSUCCESSFUL,"{'contestId': 888, 'index': 'C', 'name': 'K-Dominant Character', 'type': 'PROGRAMMING', 'rating': 1400, 'tags': ['binary search', 'implementation', 'two pointers']}","{'manual': 'false', 'protocol': 'Solution verdict:\nOK\n\nChecker:\nok 1 number(s): ""2""\r\n\n\nInput:\nsaaaaaas\r\n\n\nOutput:\n2\n\nAnswer:\n2\r\n\n\nTime:\n0\n\nMemory:\n0\n', 'verdict': 'Unsuccessful hacking attempt'}"
369753,1510249366,"{'contestId': 888, 'members': [{'handle': 'kuko-'}], 'participantType': 'PRACTICE', 'ghost': False, 'startTimeSeconds': 1510239900}","{'contestId': 888, 'members': [{'handle': 'Mahir83'}], 'participantType': 'CONTESTANT', 'ghost': False, 'startTimeSeconds': 1510239900}",HACK_SUCCESSFUL,"{'contestId': 888, 'index': 'C', 'name': 'K-Dominant Character', 'type': 'PROGRAMMING', 'rating': 1400, 'tags': ['binary search', 'implementation', 'two pointers']}","{'manual': 'false', 'protocol': 'Solution verdict:\nTIME_LIMIT_EXCEEDED\n\nChecker:\n\n\nInput:\naaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa...\n\nOutput:\n\n\nAnswer:\n\n\nTime:\n2000\n\nMemory:\n253952\n', 'verdict': 'Successful hacking attempt'}"
369754,1510249392,"{'contestId': 888, 'members': [{'handle': 'mr.Brazz'}], 'participantType': 'PRACTICE', 'ghost': False, 'startTimeSeconds': 1510239900}","{'contestId': 888, 'members': [{'handle': 'hulk_man'}], 'participantType': 'PRACTICE', 'ghost': False, 'startTimeSeconds': 1510239900}",HACK_UNSUCCESSFUL,"{'contestId': 888, 'index': 'C', 'name': 'K-Dominant Character', 'type': 'PROGRAMMING', 'rating': 1400, 'tags': ['binary search', 'implementation', 'two pointers']}","{'manual': 'false', 'protocol': 'Solution verdict:\nOK\n\nChecker:\nok 1 number(s): ""2""\r\n\n\nInput:\nsaaaaaaaas\r\n\n\nOutput:\n2\r\n\n\nAnswer:\n2\r\n\n\nTime:\n109\n\nMemory:\n0\n', 'verdict': 'Unsuccessful hacking attempt'}"
369755,1510249419,"{'contestId': 888, 'members': [{'handle': 'mr.Brazz'}], 'participantType': 'PRACTICE', 'ghost': False, 'startTimeSeconds': 1510239900}","{'contestId': 888, 'members': [{'handle': 'rayhan50001'}], 'participantType': 'PRACTICE', 'ghost': False, 'startTimeSeconds': 1510239900}",HACK_UNSUCCESSFUL,"{'contestId': 888, 'index': 'C', 'name': 'K-Dominant Character', 'type': 'PROGRAMMING', 'rating': 1400, 'tags': ['binary search', 'implementation', 'two pointers']}","{'manual': 'false', 'protocol': 'Solution verdict:\nOK\n\nChecker:\nok 1 number(s): ""2""\r\n\n\nInput:\nsaaaaaas\r\n\n\nOutput:\n2\n\nAnswer:\n2\r\n\n\nTime:\n0\n\nMemory:\n0\n', 'verdict': 'Unsuccessful hacking attempt'}"
369756,1510249421,"{'contestId': 888, 'members': [{'handle': 'sb35_R'}], 'participantType': 'PRACTICE', 'ghost': False, 'startTimeSeconds': 1510239900}","{'contestId': 888, 'members': [{'handle': 'restart_2.0'}], 'participantType': 'CONTESTANT', 'ghost': False, 'startTimeSeconds': 1510239900}",INVALID_INPUT,"{'contestId': 888, 'index': 'B', 'name': 'Buggy Robot', 'type': 'PROGRAMMING', 'rating': 1000, 'tags': ['greedy']}","{'manual': 'false', 'protocol': 'Validator \'val.exe\' returns exit code 3 [FAIL Line [name=s] equals to ""ULULRRRDD"", doesn\'t correspond to pattern ""[LDUR]{10}"" (stdin)]', 'verdict': 'Invalid input'}"
369757,1510249426,"{'contestId': 888, 'members': [{'handle': 'mukeshchugani10'}], 'participantType': 'PRACTICE', 'ghost': False, 'startTimeSeconds': 1510239900}","{'contestId': 888, 'members': [{'handle': 'Andrew_Emad'}], 'participantType': 'CONTESTANT', 'ghost': False, 'startTimeSeconds': 1510239900}",HACK_SUCCESSFUL,"{'contestId': 888, 'index': 'C', 'name': 'K-Dominant Character', 'type': 'PROGRAMMING', 'rating': 1400, 'tags': ['binary search', 'implementation', 'two pointers']}","{'manual': 'false', 'protocol': ""Solution verdict:\nWRONG_ANSWER\n\nChecker:\nwrong answer 1st numbers differ - expected: '2', found: '3'\r\n\n\nInput:\nabcba\r\n\n\nOutput:\n3\r\n\n\nAnswer:\n2\r\n\n\nTime:\n0\n\nMemory:\n1007616\n"", 'verdict': 'Successful hacking attempt'}"
369758,1510249451,"{'contestId': 888, 'members': [{'handle': 'mr.Brazz'}], 'participantType': 'PRACTICE', 'ghost': False, 'startTimeSeconds': 1510239900}","{'contestId': 888, 'members': [{'handle': 'Erythrocyte'}], 'participantType': 'PRACTICE', 'ghost': False, 'startTimeSeconds': 1510239900}",HACK_UNSUCCESSFUL,"{'contestId': 888, 'index': 'C', 'name': 'K-Dominant Character', 'type': 'PROGRAMMING', 'rating': 1400, 'tags': ['binary search', 'implementation', 'two pointers']}","{'manual': 'false', 'protocol': 'Solution verdict:\nOK\n\nChecker:\nok 1 number(s): ""2""\r\n\n\nInput:\nsaaaaaaaas\r\n\n\nOutput:\n2\n\nAnswer:\n2\r\n\n\nTime:\n0\n\nMemory:\n0\n', 'verdict': 'Unsuccessful hacking attempt'}"
369759,1510249458,"{'contestId': 888, 'members': [{'handle': 'kuko-'}], 'participantType': 'PRACTICE', 'ghost': False, 'startTimeSeconds': 1510239900}","{'contestId': 888, 'members': [{'handle': 'twyc'}], 'participantType': 'CONTESTANT', 'ghost': False, 'startTimeSeconds': 1510239900}",HACK_SUCCESSFUL,"{'contestId': 888, 'index': 'C', 'name': 'K-Dominant Character', 'type': 'PROGRAMMING', 'rating': 1400, 'tags': ['binary search', 'implementation', 'two pointers']}","{'manual': 'false', 'protocol': 'Solution verdict:\nTIME_LIMIT_EXCEEDED\n\nChecker:\n\n\nInput:\naaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa...\n\nOutput:\n\n\nAnswer:\n\n\nTime:\n2000\n\nMemory:\n221184\n', 'verdict': 'Successful hacking attempt'}"
369760,1510249474,"{'contestId': 888, 'members': [{'handle': 'jhonber'}], 'participantType': 'PRACTICE', 'ghost': False, 'startTimeSeconds': 1510239900}","{'contestId': 888, 'members': [{'handle': 'Dragon_162'}], 'participantType': 'CONTESTANT', 'ghost': False, 'startTimeSeconds': 1510239900}",HACK_SUCCESSFUL,"{'contestId': 888, 'index': 'C', 'name': 'K-Dominant Character', 'type': 'PROGRAMMING', 'rating': 1400, 'tags': ['binary search', 'implementation', 'two pointers']}","{'manual': 'false', 'protocol': ""Solution verdict:\nWRONG_ANSWER\n\nChecker:\nwrong answer 1st numbers differ - expected: '2', found: '1'\r\n\n\nInput:\nabb\r\n\n\nOutput:\n1\r\n\n\nAnswer:\n2\r\n\n\nTime:\n15\n\nMemory:\n155648\n"", 'verdict': 'Successful hacking attempt'}"
369761,1510249478,"{'contestId': 888, 'members': [{'handle': 'mr.Brazz'}], 'participantType': 'PRACTICE', 'ghost': False, 'startTimeSeconds': 1510239900}","{'contestId': 888, 'members': [{'handle': 'KuroNekonano'}], 'participantType': 'PRACTICE', 'ghost': False, 'startTimeSeconds': 1510239900}",HACK_UNSUCCESSFUL,"{'contestId': 888, 'index': 'C', 'name': 'K-Dominant Character', 'type': 'PROGRAMMING', 'rating': 1400, 'tags': ['binary search', 'implementation', 'two pointers']}","{'manual': 'false', 'protocol': 'Solution verdict:\nOK\n\nChecker:\nok 1 number(s): ""2""\r\n\n\nInput:\nsaaaaaaas\r\n\n\nOutput:\n2\r\n\n\nAnswer:\n2\r\n\n\nTime:\n0\n\nMemory:\n90112\n', 'verdict': 'Unsuccessful hacking attempt'}"
369762,1510249483,"{'contestId': 888, 'members': [{'handle': 'lolxxx'}], 'participantType': 'PRACTICE', 'ghost': False, 'startTimeSeconds': 1510239900}","{'contestId': 888, 'members': [{'handle': 'shartzeff'}], 'participantType': 'CONTESTANT', 'ghost': False, 'startTimeSeconds': 1510239900}",HACK_UNSUCCESSFUL,"{'contestId': 888, 'index': 'C', 'name': 'K-Dominant Character', 'type': 'PROGRAMMING', 'rating': 1400, 'tags': ['binary search', 'implementation', 'two pointers']}","{'manual': 'false', 'protocol': 'Solution verdict:\nOK\n\nChecker:\nok 1 number(s): ""6""\r\n\n\nInput:\nxdddxxxxdxddxdxdxdxdxdxdxddxdxdxdxdxdxdxdxdddddxdxdxdxxxxxddxdxddddxdxddxdxdxdxdxxxdxdxddxdddxdxdxdxdxdxddxdxdxdxddxdxdxd\r\n\n\nOutput:\n6\n\nAnswer:\n6\r\n\n\nTime:\n0\n\nMemory:\n4096\n', 'verdict': 'Unsuccessful hacking attempt'}"
369763,1510249499,"{'contestId': 888, 'members': [{'handle': 'kuko-'}], 'participantType': 'PRACTICE', 'ghost': False, 'startTimeSeconds': 1510239900}","{'contestId': 888, 'members': [{'handle': 'Albus_Sirius'}], 'participantType': 'CONTESTANT', 'ghost': False, 'startTimeSeconds': 1510239900}",HACK_SUCCESSFUL,"{'contestId': 888, 'index': 'C', 'name': 'K-Dominant Character', 'type': 'PROGRAMMING', 'rating': 1400, 'tags': ['binary search', 'implementation', 'two pointers']}","{'manual': 'false', 'protocol': 'Solution verdict:\nTIME_LIMIT_EXCEEDED\n\nChecker:\n\n\nInput:\naaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa...\n\nOutput:\n\n\nAnswer:\n\n\nTime:\n2000\n\nMemory:\n229376\n', 'verdict': 'Successful hacking attempt'}"
369764,1510249509,"{'contestId': 888, 'members': [{'handle': 'mr.Brazz'}], 'participantType': 'PRACTICE', 'ghost': False, 'startTimeSeconds': 1510239900}","{'contestId': 888, 'members': [{'handle': 'harshvasoya008'}], 'participantType': 'PRACTICE', 'ghost': False, 'startTimeSeconds': 1510239900}",HACK_UNSUCCESSFUL,"{'contestId': 888, 'index': 'C', 'name': 'K-Dominant Character', 'type': 'PROGRAMMING', 'rating': 1400, 'tags': ['binary search', 'implementation', 'two pointers']}","{'manual': 'false', 'protocol': 'Solution verdict:\nOK\n\nChecker:\nok 1 number(s): ""2""\r\n\n\nInput:\nsaaaaaaaas\r\n\n\nOutput:\n2\n\nAnswer:\n2\r\n\n\nTime:\n15\n\nMemory:\n0\n', 'verdict': 'Unsuccessful hacking attempt'}"
369765,1510249530,"{'contestId': 888, 'members': [{'handle': '_FariD_'}], 'participantType': 'PRACTICE', 'ghost': False, 'startTimeSeconds': 1510239900}","{'contestId': 888, 'members': [{'handle': 'sahedsohel'}], 'participantType': 'CONTESTANT', 'ghost': False, 'startTimeSeconds': 1510239900}",HACK_UNSUCCESSFUL,"{'contestId': 888, 'index': 'C', 'name': 'K-Dominant Character', 'type': 'PROGRAMMING', 'rating': 1400, 'tags': ['binary search', 'implementation', 'two pointers']}","{'manual': 'false', 'protocol': 'Solution verdict:\nOK\n\nChecker:\nok 1 number(s): ""91""\r\n\n\nInput:\neaearwtvjsjbaoiojlwhypnvruihoswkifygtydhacwyhsgewzmtgonzltjhgauhnihreqgjfwkjsmtpjhaefqzaauldrchjccdyrfvvrivuyeegfivdrcygurqdredakubnfguproqylobcwqxkzmausjgmhcmhgdnmphnqkamhurktrffaclvgrzkkldacllteojomonxrqyjzginrnnzwacxxaedrwudxzrfusewjtboxvynfhkstcenaumnddxfdmvzcautdcckxaaydzsxttobbgqngvvpjgojoglmkxgbfcpypckqchbddzwrxbzmqrlxvobtwhxginfgfrcclmznmjugwwbsqfcihubsjollmsqsghmcphelsotflbgsfnpcuzsrupchynvzhcpqugriwniqxdfjpwpxfblkpnpeelfjmtkuqpzomwnlmbupmktlptndmpdsydsgvfpenemwborifsuqhceskmkhssmvnonwafxwhgbibabv...\n\nOutput:\n91\r\n\n\nAnswer:\n91\r\n\n\nTime:\n0\n\nMemory:\n106496\n', 'verdict': 'Unsuccessful hacking attempt'}"
369766,1510249541,"{'contestId': 888, 'members': [{'handle': 'kuko-'}], 'participantType': 'PRACTICE', 'ghost': False, 'startTimeSeconds': 1510239900}","{'contestId': 888, 'members': [{'handle': 'jacksonheights'}], 'participantType': 'CONTESTANT', 'ghost': False, 'startTimeSeconds': 1510239900}",HACK_SUCCESSFUL,"{'contestId': 888, 'index': 'C', 'name': 'K-Dominant Character', 'type': 'PROGRAMMING', 'rating': 1400, 'tags': ['binary search', 'implementation', 'two pointers']}","{'manual': 'false', 'protocol': 'Solution verdict:\nTIME_LIMIT_EXCEEDED\n\nChecker:\n\n\nInput:\naaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa...\n\nOutput:\n\n\nAnswer:\n\n\nTime:\n2000\n\nMemory:\n0\n', 'verdict': 'Successful hacking attempt'}"
369767,1510249542,"{'contestId': 888, 'members': [{'handle': 'jhonber'}], 'participantType': 'PRACTICE', 'ghost': False, 'startTimeSeconds': 1510239900}","{'contestId': 888, 'members': [{'handle': 'Batja_15'}], 'participantType': 'CONTESTANT', 'ghost': False, 'startTimeSeconds': 1510239900}",HACK_SUCCESSFUL,"{'contestId': 888, 'index': 'C', 'name': 'K-Dominant Character', 'type': 'PROGRAMMING', 'rating': 1400, 'tags': ['binary search', 'implementation', 'two pointers']}","{'manual': 'false', 'protocol': ""Solution verdict:\nWRONG_ANSWER\n\nChecker:\nwrong answer 1st numbers differ - expected: '157', found: '160'\r\n\n\nInput:\npewkrpuytvyexmrgvlkecqrbiiwxlvrponxnkbkimstzrllbwlgrcfzukvdbtecbwbmejpwyyigtmsbmuthqtmmmaerpoqybnpoezhzgkpjycyrfkakyqascwnvysobssglcwtwomreaxpeuttxniopvecrralrqixodlczumpbdghlxkoxhwwzcxzadpsmiqytbuhpnqdxmzxwqpqxpudenbcigncvmcimnseijexdotsovpvyhzflfwympcgrxpyrzphpquhxbsgpwxpggjubxpuxxrqoyxfeginwgwhxbawyihhhrheurxxuqkoqhxwxuibaofmewmnlrqnctiqyvqnipvdyapbffdcfvpevacathklcnbwviiiusiuujssukrgfbwjecjbzlmdhyswbehtvjnvuzlgtavuihbbzlcozkvaqstalgjfseozpntuiolblszfuprvftenvjzpyrcpeeojipnjauyznpyvvgnthcitzdvgenzuxegbg...\n\nOutput:\n160\n\nAnswer:\n157\r\n\n\nTime:\n15\n\nMemory:\n188416\n"", 'verdict': 'Successful hacking attempt'}"
369768,1510249546,"{'contestId': 888, 'members': [{'handle': 'mancala'}], 'participantType': 'PRACTICE', 'ghost': False, 'startTimeSeconds': 1510239900}","{'contestId': 888, 'members': [{'handle': 'Akababa'}], 'participantType': 'PRACTICE', 'ghost': False, 'startTimeSeconds': 1510239900}",INVALID_INPUT,"{'contestId': 888, 'index': 'E', 'name': 'Maximum Subsequence', 'type': 'PROGRAMMING', 'rating': 1800, 'tags': ['bitmasks', 'divide and conquer', 'meet-in-the-middle']}","{'manual': 'false', 'protocol': ""Validator 'v.exe' returns exit code 3 [FAIL Unexpected character #13, but ' ' expected (stdin)]"", 'verdict': 'Invalid input'}"
369769,1510249546,"{'contestId': 888, 'members': [{'handle': 'mr.Brazz'}], 'participantType': 'PRACTICE', 'ghost': False, 'startTimeSeconds': 1510239900}","{'contestId': 888, 'members': [{'handle': 'Gkonstanting98'}], 'participantType': 'PRACTICE', 'ghost': False, 'startTimeSeconds': 1510239900}",HACK_UNSUCCESSFUL,"{'contestId': 888, 'index': 'C', 'name': 'K-Dominant Character', 'type': 'PROGRAMMING', 'rating': 1400, 'tags': ['binary search', 'implementation', 'two pointers']}","{'manual': 'false', 'protocol': 'Solution verdict:\nOK\n\nChecker:\nok 1 number(s): ""2""\r\n\n\nInput:\nsaaaaaaaas\r\n\n\nOutput:\n2\n\nAnswer:\n2\r\n\n\nTime:\n15\n\nMemory:\n147456\n', 'verdict': 'Unsuccessful hacking attempt'}"
369770,1510249571,"{'contestId': 888, 'members': [{'handle': 'ppavic'}], 'participantType': 'PRACTICE', 'ghost': False, 'startTimeSeconds': 1510239900}","{'contestId': 888, 'members': [{'handle': 'Single_Ready_To_Mingle'}], 'participantType': 'CONTESTANT', 'ghost': False, 'startTimeSeconds': 1510239900}",HACK_UNSUCCESSFUL,"{'contestId': 888, 'index': 'C', 'name': 'K-Dominant Character', 'type': 'PROGRAMMING', 'rating': 1400, 'tags': ['binary search', 'implementation', 'two pointers']}","{'manual': 'false', 'protocol': 'Solution verdict:\nOK\n\nChecker:\nok 1 number(s): ""1""\r\n\n\nInput:\naaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa...\n\nOutput:\n1\n\nAnswer:\n1\r\n\n\nTime:\n342\n\nMemory:\n253952\n', 'verdict': 'Unsuccessful hacking attempt'}"
369771,1510249575,"{'contestId': 888, 'members': [{'handle': 'jhonber'}], 'participantType': 'PRACTICE', 'ghost': False, 'startTimeSeconds': 1510239900}","{'contestId': 888, 'members': [{'handle': 'strizh78'}], 'participantType': 'CONTESTANT', 'ghost': False, 'startTimeSeconds': 1510239900}",HACK_UNSUCCESSFUL,"{'contestId': 888, 'index': 'C', 'name': 'K-Dominant Character', 'type': 'PROGRAMMING', 'rating': 1400, 'tags': ['binary search', 'implementation', 'two pointers']}","{'manual': 'false', 'protocol': 'Solution verdict:\nOK\n\nChecker:\nok 1 number(s): ""157""\r\n\n\nInput:\npewkrpuytvyexmrgvlkecqrbiiwxlvrponxnkbkimstzrllbwlgrcfzukvdbtecbwbmejpwyyigtmsbmuthqtmmmaerpoqybnpoezhzgkpjycyrfkakyqascwnvysobssglcwtwomreaxpeuttxniopvecrralrqixodlczumpbdghlxkoxhwwzcxzadpsmiqytbuhpnqdxmzxwqpqxpudenbcigncvmcimnseijexdotsovpvyhzflfwympcgrxpyrzphpquhxbsgpwxpggjubxpuxxrqoyxfeginwgwhxbawyihhhrheurxxuqkoqhxwxuibaofmewmnlrqnctiqyvqnipvdyapbffdcfvpevacathklcnbwviiiusiuujssukrgfbwjecjbzlmdhyswbehtvjnvuzlgtavuihbbzlcozkvaqstalgjfseozpntuiolblszfuprvftenvjzpyrcpeeojipnjauyznpyvvgnthcitzdvgenzuxegbg...\n\nOutput:\n157\n\nAnswer:\n157\r\n\n\nTime:\n0\n\nMemory:\n884736\n', 'verdict': 'Unsuccessful hacking attempt'}"
369772,1510249607,"{'contestId': 888, 'members': [{'handle': 'wolfor'}], 'participantType': 'PRACTICE', 'ghost': False, 'startTimeSeconds': 1510239900}","{'contestId': 888, 'members': [{'handle': 'iakovlev.zakhar'}], 'participantType': 'CONTESTANT', 'ghost': False, 'startTimeSeconds': 1510239900}",HACK_UNSUCCESSFUL,"{'contestId': 888, 'index': 'E', 'name': 'Maximum Subsequence', 'type': 'PROGRAMMING', 'rating': 1800, 'tags': ['bitmasks', 'divide and conquer', 'meet-in-the-middle']}","{'manual': 'false', 'protocol': 'Solution verdict:\nOK\n\nChecker:\nok 1 number(s): ""5""\r\n\n\nInput:\n6 6\r\n6 6 6 6 6 5\r\n\n\nOutput:\n5\r\n\n\nAnswer:\n5\r\n\n\nTime:\n139\n\nMemory:\n0\n', 'verdict': 'Unsuccessful hacking attempt'}"
369773,1510249635,"{'contestId': 888, 'members': [{'handle': 'kuko-'}], 'participantType': 'PRACTICE', 'ghost': False, 'startTimeSeconds': 1510239900}","{'contestId': 888, 'members': [{'handle': '_decryptor_'}], 'participantType': 'CONTESTANT', 'ghost': False, 'startTimeSeconds': 1510239900}",HACK_SUCCESSFUL,"{'contestId': 888, 'index': 'C', 'name': 'K-Dominant Character', 'type': 'PROGRAMMING', 'rating': 1400, 'tags': ['binary search', 'implementation', 'two pointers']}","{'manual': 'false', 'protocol': 'Solution verdict:\nTIME_LIMIT_EXCEEDED\n\nChecker:\n\n\nInput:\naaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa...\n\nOutput:\n\n\nAnswer:\n\n\nTime:\n2000\n\nMemory:\n438272\n', 'verdict': 'Successful hacking attempt'}"
369774,1510249653,"{'contestId': 888, 'members': [{'handle': 'ppavic'}], 'participantType': 'PRACTICE', 'ghost': False, 'startTimeSeconds': 1510239900}","{'contestId': 888, 'members': [{'handle': 'Single_Ready_To_Mingle'}], 'participantType': 'CONTESTANT', 'ghost': False, 'startTimeSeconds': 1510239900}",HACK_UNSUCCESSFUL,"{'contestId': 888, 'index': 'C', 'name': 'K-Dominant Character', 'type': 'PROGRAMMING', 'rating': 1400, 'tags': ['binary search', 'implementation', 'two pointers']}","{'manual': 'false', 'protocol': 'Solution verdict:\nOK\n\nChecker:\nok 1 number(s): ""26""\r\n\n\nInput:\nabcdefghijklmnopqrstuvwxyzabcdefghijklmnopqrstuvwxyzabcdefghijklmnopqrstuvwxyzabcdefghijklmnopqrstuvwxyzabcdefghijklmnopqrstuvwxyzabcdefghijklmnopqrstuvwxyzabcdefghijklmnopqrstuvwxyzabcdefghijklmnopqrstuvwxyzabcdefghijklmnopqrstuvwxyzabcdefghijklmnopqrstuvwxyzabcdefghijklmnopqrstuvwxyzabcdefghijklmnopqrstuvwxyzabcdefghijklmnopqrstuvwxyzabcdefghijklmnopqrstuvwxyzabcdefghijklmnopqrstuvwxyzabcdefghijklmnopqrstuvwxyzabcdefghijklmnopqrstuvwxyzabcdefghijklmnopqrstuvwxyzabcdefghijklmnopqrstuvwxyzabcdefghijklmnopq...\n\nOutput:\n26\n\nAnswer:\n26\r\n\n\nTime:\n607\n\nMemory:\n385024\n', 'verdict': 'Unsuccessful hacking attempt'}"
