contestId,index,solvedCount
1442,C,1728
1442,B,4526
1442,A,8985
1440,B,19611
1440,A,19868
1439,E,222
1439,D,391
1439,C,1943
1439,B,1482
1439,A2,5158
1439,A1,9446
1438,F,649
1438,E,1362
1438,D,4233
1438,C,10667
1438,B,20394
1438,A,19338
1437,G,1028
1437,F,1326
1437,E,3508
1437,D,12979
1437,C,10646
1437,B,19437
1437,A,18059
1436,F,534
1436,E,2319
1436,D,6140
1436,C,10940
1436,B,20777
1436,A,22817
1434,E,189
1433,G,4431
1433,F,6179
1433,E,18714
1433,D,23795
1433,C,27249
1433,B,28769
1433,A,53813
1431,J,44
1431,I,46
1431,H,67
1431,G,189
1431,F,156
1431,E,225
1431,D,459
1431,C,710
1431,B,1019
1431,A,1926
1430,G,729
1430,F,929
1430,E,6611
1430,D,8864
1430,C,25050
1430,B,19453
1430,A,20988
1428,H,109
1428,G2,645
1428,G1,582
1428,F,2341
1428,E,3745
1428,D,4532
1428,C,20450
1428,B,14493
1428,A,16382
1427,H,80
1427,G,368
1427,F,317
1427,E,1452
1427,D,3546
1427,C,5745
1427,B,11005
1427,A,17366
1426,F,5438
1426,E,7516
1426,D,16208
1426,C,19570
1426,B,20785
1426,A,49085
1425,I,241
1425,H,4212
1425,F,6052
1425,E,972
1425,D,848
1425,C,43
1425,B,294
1425,A,6649
1424,M,543
1424,G,5973
1423,N,153
1423,M,170
1423,L,483
1423,K,4953
1423,J,796
1423,I,106
1423,H,556
1423,G,216
1423,F,382
1423,E,80
1423,D,41
1423,C,144
1423,B,1839
1423,A,82
1422,F,1063
1422,E,758
1422,D,2846
1422,C,8322
1422,B,14483
1422,A,21067
1421,E,732
1421,D,4198
1421,C,12902
1421,B,13146
1421,A,30027
1420,E,945
1420,D,7689
1420,C2,4754
1420,C1,17801
1420,B,26720
1420,A,23659
1419,F,498
1419,E,3319
1419,D2,15936
1419,D1,24734
1419,C,15539
1419,B,16350
1419,A,19681
1418,G,2046
1418,F,376
1418,E,1904
1418,D,4413
1418,C,20744
1418,B,16772
1418,A,23829
1417,B,14514
1417,A,18322
1416,F,484
1416,E,350
1416,D,2135
1416,C,4521
1416,B,6190
1416,A,12902
1415,F,492
1415,E,2763
1415,D,5536
1415,C,11020
1415,B,12225
1415,A,15250
1413,F,794
1413,E,2042
1413,D,6537
1413,C,5784
1413,B,11741
1413,A,14860
1411,G,680
1411,F,376
1411,E,1673
1411,D,2547
1411,C,8061
1411,B,20125
1411,A,20743
1409,F,4526
1409,E,7909
1409,D,19671
1409,C,23525
1409,B,29237
1409,A,68170
1408,I,179
1408,H,413
1408,G,1078
1408,F,2425
1408,E,2015
1408,D,4383
1408,C,8915
1408,B,10031
1408,A,12532
1407,E,1737
1407,D,5034
1407,C,12284
1407,B,17151
1407,A,20555
1406,E,1726
1406,D,3549
1406,C,10436
1406,B,22873
1406,A,21654
1405,B,21773
1405,A,21526
1404,E,1281
1404,D,1121
1404,C,2716
1404,B,7536
1404,A,15763
1403,C,54
1403,B,372
1403,A,294
1402,C,206
1402,B,115
1402,A,1210
1401,F,1780
1401,E,2468
1401,D,9413
1401,C,24584
1401,B,21209
1401,A,27661
1400,G,988
1400,F,917
1400,E,5576
1400,D,10457
1400,C,17486
1400,B,11272
1400,A,27161
1399,F,1645
1399,E2,2301
1399,E1,5910
1399,D,18462
1399,C,29534
1399,B,44007
1399,A,68349
1398,G,1126
1398,F,1295
1398,E,2445
1398,D,11619
1398,C,27501
1398,B,24798
1398,A,27778
1397,B,14843
1397,A,28806
1396,E,352
1396,D,311
1396,C,2633
1396,B,11547
1396,A,15619
1395,C,14266
1395,B,16091
1395,A,24297
1394,E,152
1394,D,1039
1394,C,1125
1394,B,2037
1394,A,6838
1393,E2,379
1393,E1,392
1393,D,4025
1393,C,10684
1393,B,16824
1393,A,20578
1392,I,205
1392,H,792
1392,G,520
1392,F,2191
1392,E,3555
1392,D,9074
1392,C,18964
1392,B,18550
1392,A,20866
1391,E,1729
1391,D,5366
1391,C,15141
1391,B,27683
1391,A,24512
1389,G,402
1389,F,1055
1389,E,3485
1389,D,4353
1389,C,19209
1389,B,17108
1389,A,42498
1388,E,595
1388,D,6484
1388,C,9809
1388,B,22367
1388,A,25064
1387,C,145
1387,B2,949
1387,B1,1519
1387,A,749
1386,C,563
1386,B,124
1386,A,309
1385,G,1577
1385,F,2597
1385,E,7624
1385,D,19581
1385,C,27300
1385,B,37543
1385,A,39771
1384,B2,2515
1384,B1,3948
1384,A,18903
1383,F,370
1383,E,794
1383,D,692
1383,C,580
1383,B,5136
1383,A,10740
1382,B,24843
1382,A,26637
1381,E,268
1381,D,686
1381,C,1645
1381,B,9007
1381,A2,13407
1381,A1,20678
1380,G,832
1380,F,819
1380,E,2206
1380,D,4726
1380,C,20984
1380,B,14708
1380,A,26850
1379,F2,515
1379,F1,609
1379,E,434
1379,D,1091
1379,C,5649
1379,B,12766
1379,A,12011
1375,I,265
1375,H,437
1375,G,1984
1375,F,2285
1375,E,3113
1375,D,9350
1375,C,21423
1375,B,17344
1375,A,18440
1374,F,1308
1374,E2,947
1374,E1,14131
1374,D,24383
1374,C,48438
1374,B,52378
1374,A,55053
1373,G,809
1373,F,1687
1373,E,2765
1373,D,15810
1373,C,18486
1373,B,37220
1373,A,27390
1372,F,451
1372,E,1265
1372,D,5444
1372,C,18033
1372,B,28759
1372,A,32121
1371,F,625
1371,E2,2369
1371,E1,5289
1371,D,13075
1371,C,20676
1371,B,19234
1371,A,46792
1370,F2,1516
1370,F1,1641
1370,E,4935
1370,D,9830
1370,C,24917
1370,B,23877
1370,A,53754
1369,F,657
1369,E,2288
1369,D,8720
1369,C,19748
1369,B,24620
1369,A,36932
1368,H2,232
1368,H1,358
1368,G,610
1368,F,1054
1368,E,2233
1368,D,12022
1368,C,13528
1368,B,19996
1368,A,40339
1367,F2,1695
1367,F1,3323
1367,E,5517
1367,D,8404
1367,C,23764
1367,B,54984
1367,A,58626
1366,G,557
1366,F,824
1366,E,4319
1366,D,10763
1366,C,13649
1366,B,21567
1366,A,30555
1365,G,1183
1365,F,4490
1365,E,7921
1365,D,17764
1365,C,23380
1365,B,27180
1365,A,24249
1364,E,1447
1364,D,4471
1364,C,13324
1364,B,20347
1364,A,28589
1363,F,1561
1363,E,6900
1363,D,4110
1363,C,19071
1363,B,23886
1363,A,36516
1362,C,18805
1362,B,19523
1362,A,24852
1361,F,155
1361,E,707
1361,D,323
1361,C,1661
1361,B,3711
1361,A,8481
1360,H,4626
1360,G,7876
1360,F,12569
1360,E,25771
1360,D,34106
1360,C,33260
1360,B,48760
1360,A,51782
1359,F,546
1359,E,6191
1359,D,9629
1359,C,14013
1359,B,28005
1359,A,29925
1358,F,465
1358,E,2350
1358,D,8276
1358,C,17533
1358,B,25068
1358,A,39979
1357,E2,51
1357,E1,193
1357,D5,82
1357,D4,85
1357,D3,105
1357,D2,112
1357,D1,125
1357,C2,304
1357,C1,348
1357,B2,214
1357,B1,214
1357,A7,183
1357,A6,168
1357,A5,241
1357,A4,352
1357,A3,479
1357,A2,511
1357,A1,632
1356,D2,128
1356,D1,137
1356,C,303
1356,B2,283
1356,B1,283
1356,A5,331
1356,A4,459
1356,A3,461
1356,A2,488
1356,A1,603
1355,F,877
1355,E,5228
1355,D,18190
1355,C,10776
1355,B,25979
1355,A,26910
1354,G,803
1354,F,1242
1354,E,3405
1354,D,8974
1354,C2,6128
1354,C1,15857
1354,B,31533
1354,A,23959
1353,F,3378
1353,E,7259
1353,D,18370
1353,C,35881
1353,B,50743
1353,A,41441
1352,G,21819
1352,F,17547
1352,E,21020
1352,D,26752
1352,C,56777
1352,B,38570
1352,A,82803
1351,C,8687
1351,B,17198
1351,A,24418
1350,B,23011
1350,A,26202
1349,F2,115
1349,F1,432
1349,E,93
1349,D,930
1349,C,4558
1349,B,8243
1349,A,17530
1348,F,825
1348,E,2258
1348,D,8934
1348,C,14738
1348,B,25658
1348,A,39946
1346,I,49
1346,H,50
1346,G,136
1346,F,230
1346,E,382
1346,D,512
1346,C,613
1346,B,1216
1346,A,2059
1345,B,26810
1345,A,24331
1344,F,457
1344,E,467
1344,D,1188
1344,C,1875
1344,B,6103
1344,A,15739
1343,F,1285
1343,E,5255
1343,D,12815
1343,C,39015
1343,B,57692
1343,A,48690
1342,F,774
1342,E,3136
1342,D,6145
1342,C,14168
1342,B,23823
1342,A,41341
1341,B,19858
1341,A,29209
1340,F,512
1340,E,53
1340,D,1001
1340,C,2274
1340,B,7892
1340,A,13445
1339,B,26713
1339,A,32348
1338,E,247
1338,D,1030
1338,C,3252
1338,B,8549
1338,A,24624
1337,B,34585
1337,A,38988
1336,F,227
1336,E2,316
1336,E1,695
1336,D,483
1336,C,3638
1336,B,11438
1336,A,20799
1335,F,2209
1335,E2,8422
1335,E1,10943
1335,D,27733
1335,C,35308
1335,B,38945
1335,A,87490
1334,G,377
1334,F,1342
1334,E,2871
1334,D,7373
1334,C,16827
1334,B,26069
1334,A,23430
1333,F,4312
1333,E,1709
1333,D,3965
1333,C,12678
1333,B,21695
1333,A,24736
1332,G,304
1332,F,1028
1332,E,3887
1332,D,8214
1332,C,16977
1332,B,17741
1332,A,19456
1331,H,626
1331,G,505
1331,F,569
1331,E,1214
1331,D,11965
1331,C,3161
1331,B,7019
1331,A,17141
1330,B,14121
1330,A,18892
1329,E,188
1329,D,475
1329,C,1720
1329,B,6734
1329,A,9209
1328,F,3290
1328,E,9862
1328,D,13398
1328,C,30898
1328,B,29469
1328,A,106712
1327,G,432
1327,F,1711
1327,E,9043
1327,D,3315
1327,C,13502
1327,B,18794
1327,A,39764
1326,G,84
1326,F2,489
1326,F1,849
1326,E,2204
1326,D2,10325
1326,D1,12219
1326,C,15733
1326,B,24198
1326,A,30688
1325,F,2022
1325,E,2087
1325,D,12257
1325,C,13936
1325,B,36457
1325,A,40917
1324,F,10387
1324,E,14019
1324,D,29164
1324,C,28402
1324,B,28789
1324,A,26147
1323,B,9207
1323,A,19932
1322,F,104
1322,E,307
1322,D,762
1322,C,2500
1322,B,4281
1322,A,12483
1321,C,9914
1321,A,14375
1320,F,162
1320,E,858
1320,D,1553
1320,C,3170
1320,B,6074
1320,A,16781
1316,F,816
1316,E,4241
1316,D,3404
1316,C,7337
1316,B,11325
1316,A,18802
1315,C,10133
1315,B,9253
1315,A,12206
1313,E,582
1313,D,1365
1313,C2,6590
1313,C1,10520
1313,B,6723
1313,A,15624
1312,G,993
1312,F,924
1312,E,6090
1312,D,9600
1312,C,16813
1312,B,27752
1312,A,26124
1311,F,4331
1311,E,2414
1311,D,9193
1311,C,16143
1311,B,19073
1311,A,42701
1310,F,77
1310,E,323
1310,D,1629
1310,C,532
1310,B,520
1310,A,5205
1307,G,506
1307,F,598
1307,E,1291
1307,D,6495
1307,C,11925
1307,B,13370
1307,A,15025
1305,H,125
1305,G,1043
1305,F,2737
1305,E,3146
1305,D,5073
1305,C,15093
1305,B,11825
1305,A,14191
1304,F2,1565
1304,F1,1789
1304,E,5338
1304,D,6373
1304,C,16559
1304,B,18115
1304,A,25793
1303,G,823
1303,F,543
1303,E,2854
1303,D,7207
1303,C,12252
1303,B,15923
1303,A,32845
1302,J,10
1302,I,4
1302,H,8
1302,G,23
1302,F,74
1302,E,46
1302,D,96
1302,C,382
1302,B,146
1302,A,297
1301,F,1295
1301,E,1535
1301,D,4034
1301,C,9413
1301,B,14403
1301,A,19509
1300,B,23854
1300,A,21144
1299,E,168
1299,D,453
1299,C,3984
1299,B,5278
1299,A,12097
1297,I,31
1297,H,44
1297,G,70
1297,F,117
1297,E,205
1297,D,262
1297,C,400
1297,B,414
1297,A,942
1296,F,2930
1296,E2,5115
1296,E1,7582
1296,D,14444
1296,C,14947
1296,B,30612
1296,A,42815
1295,F,1287
1295,E,2567
1295,D,9093
1295,C,13067
1295,B,9363
1295,A,23018
1294,F,5930
1294,E,4976
1294,D,11860
1294,C,35895
1294,B,21995
1294,A,47823
1293,B,21363
1293,A,15556
1292,F,320
1292,E,373
1292,D,828
1292,C,2094
1292,B,6432
1292,A,13437
1291,F,671
1291,B,14258
1291,A,19689
1290,F,407
1290,E,574
1290,D,852
1290,C,1838
1290,B,5587
1290,A,8615
1288,F,533
1288,E,3630
1288,D,7357
1288,C,13182
1288,B,17150
1288,A,18528
1287,B,9498
1287,A,20738
1286,F,250
1286,E,545
1286,D,625
1286,C2,679
1286,C1,1465
1286,B,4777
1286,A,8920
1285,F,1169
1285,E,1857
1285,D,7884
1285,C,24066
1285,B,23397
1285,A,28490
1284,G,176
1284,F,328
1284,E,1309
1284,D,3189
1284,C,8128
1284,B,10905
1284,A,18051
1283,F,1889
1283,E,6644
1283,D,7903
1283,C,13237
1283,B,21893
1283,A,52143
1282,E,1157
1282,D,2261
1282,C,4348
1282,B2,10311
1282,B1,11585
1282,A,14957
1281,B,8351
1281,A,18062
1280,F,66
1280,E,206
1280,D,1027
1280,C,2740
1280,B,4043
1280,A,5477
1279,F,921
1279,E,378
1279,D,6457
1279,C,11803
1279,B,13765
1279,A,17030
1278,F,1942
1278,E,1935
1278,D,4079
1278,C,8119
1278,B,13437
1278,A,16939
1277,D,3141
1277,B,15383
1277,A,13464
1276,F,346
1276,E,93
1276,D,585
1276,C,1680
1276,B,5097
1276,A,12406
1275,F,92
1275,E3,56
1275,E2,130
1275,E1,254
1275,D,422
1275,C,669
1275,B,823
1275,A,888
1272,F,2000
1272,E,6495
1272,D,16946
1272,C,27154
1272,B,13996
1272,A,20935
1271,F,201
1271,E,3480
1271,D,3129
1271,C,10637
1271,B,11430
1271,A,15031
1270,I,244
1270,H,799
1270,G,2347
1270,F,1156
1270,E,2406
1270,D,4705
1270,C,14244
1270,B,16498
1270,A,17086
1269,B,9221
1269,A,21980
1268,E,268
1268,D,540
1268,C,1770
1268,B,6024
1268,A,8707
1267,L,3163
1267,K,1995
1267,J,2910
1267,I,926
1267,H,157
1267,G,684
1267,F,683
1267,E,3342
1267,D,232
1267,C,384
1267,B,4133
1267,A,1025
1266,H,104
1266,G,123
1266,F,346
1266,E,2260
1266,D,3668
1266,C,9756
1266,B,15275
1266,A,16117
1265,E,3832
1265,B,12800
1265,A,15245
1264,F,957
1264,E,821
1264,D2,1028
1264,D1,1318
1264,C,1202
1264,B,5861
1264,A,10168
1263,F,893
1263,E,2815
1263,D,14291
1263,C,13879
1263,B,11444
1263,A,16460
1261,F,399
1260,F,549
1260,E,1754
1260,D,3891
1260,C,8292
1260,B,15947
1260,A,14921
1257,G,625
1257,F,2069
1257,E,4278
1257,D,7646
1257,C,16122
1257,B,21178
1257,A,20804
1256,F,3363
1256,E,4192
1256,D,12184
1256,C,6949
1256,B,13181
1256,A,29974
1255,C,6747
1255,B,12049
1255,A,17406
1254,E,275
1254,D,1274
1254,C,1485
1254,B2,3215
1254,B1,4718
1254,A,5286
1253,F,1888
1253,E,2874
1253,D,9385
1253,C,14447
1253,B,11246
1253,A,18160
1252,L,593
1252,K,1879
1252,J,733
1252,I,31
1252,H,2701
1252,G,1452
1252,F,948
1252,E,1260
1252,D,348
1252,C,3768
1252,B,527
1252,A,5689
1251,F,835
1251,E2,2708
1251,E1,2383
1251,D,6085
1251,C,12629
1251,B,11060
1251,A,19884
1250,N,1604
1250,M,363
1250,L,4149
1250,K,204
1250,J,2978
1250,I,136
1250,H,4079
1250,G,729
1250,F,7514
1250,E,826
1250,D,183
1250,C,1329
1250,B,2625
1250,A,4103
1249,F,2440
1249,E,9878
1249,D2,5337
1249,D1,5155
1249,C2,12770
1249,C1,15698
1249,B2,17004
1249,B1,20864
1249,A,22611
1248,D1,2410
1248,B,17023
1248,A,14243
1246,F,180
1245,F,2019
1245,E,1281
1245,D,7756
1245,C,17835
1245,B,13933
1245,A,14298
1244,G,1374
1244,F,1553
1244,E,5319
1244,D,7651
1244,C,7717
1244,B,16006
1244,A,19354
1243,B2,7128
1243,B1,14968
1243,A,15757
1242,E,131
1242,D,200
1242,C,1706
1242,B,7805
1242,A,12724
1240,F,268
1239,F,282
1239,E,1028
1239,D,2087
1239,C,1562
1239,B,1062
1239,A,7387
1238,G,410
1238,F,1904
1238,E,3113
1238,D,6082
1238,C,7474
1238,B,13719
1238,A,24738
1237,H,373
1237,G,124
1237,F,907
1237,E,1358
1237,D,4270
1237,C2,4370
1237,C1,6124
1237,B,16577
1237,A,20218
1236,F,178
1236,E,673
1236,D,1679
1236,C,10197
1236,B,11193
1236,A,16548
1234,F,2688
1234,E,2812
1234,D,15523
1234,C,12748
1234,B2,17057
1234,B1,18901
1234,A,28095
1231,E,846
1231,C,3905
1230,B,18830
1230,A,21797
1228,F,440
1228,E,2812
1228,D,5247
1228,C,9112
1228,B,11595
1228,A,22032
1227,G,1071
1227,F2,1544
1227,F1,1848
1227,E,1505
1227,D2,4417
1227,D1,6466
1227,C,5548
1227,B,9734
1227,A,9855
1225,G,567
1225,F,892
1225,E,1907
1225,D,8252
1225,C,9070
1225,B2,10818
1225,B1,11974
1225,A,15923
1223,G,250
1223,F,2092
1223,E,2643
1223,D,4099
1223,C,8578
1223,B,15035
1223,A,21710
1221,G,770
1221,F,1067
1221,E,1099
1221,D,9258
1221,C,21706
1221,B,12124
1221,A,17094
1220,G,54
1220,F,736
1220,E,2814
1220,D,3931
1220,C,10325
1220,B,11705
1220,A,30153
1219,G,678
1219,C,1836
1218,I,614
1218,H,135
1218,G,103
1218,F,2987
1218,E,386
1218,D,522
1218,C,186
1218,B,73
1218,A,159
1217,F,618
1217,E,1908
1217,D,5435
1217,C,7508
1217,B,11334
1217,A,15096
1216,F,2732
1216,E2,1515
1216,E1,3492
1216,D,11255
1216,C,9397
1216,B,18605
1216,A,18789
1215,F,1016
1215,E,3101
1215,D,6220
1215,C,11331
1215,B,13386
1215,A,11619
1214,H,403
1214,G,312
1214,F,462
1214,E,2715
1214,D,5239
1214,C,13411
1214,B,10897
1214,A,9151
1213,G,7518
1213,F,2631
1213,E,5235
1213,D2,11527
1213,D1,11478
1213,C,18607
1213,B,27116
1213,A,24289
1211,I,40
1211,H,45
1211,G,71
1211,F,127
1211,E,196
1211,D,231
1211,C,508
1211,B,768
1211,A,1441
1210,G,176
1210,F2,224
1210,F1,215
1210,E,410
1210,D,1519
1210,C,3365
1210,B,5840
1210,A,5182
1209,H,142
1209,G2,459
1209,G1,3305
1209,F,1192
1209,E2,2022
1209,E1,3004
1209,D,9526
1209,C,7564
1209,B,8220
1209,A,12340
1208,H,153
1208,G,786
1208,F,2582
1208,E,2057
1208,D,4979
1208,C,6072
1208,B,10629
1208,A,16947
1207,G,1052
1207,F,5447
1207,E,6067
1207,D,6135
1207,C,9919
1207,B,13332
1207,A,22164
1206,B,27231
1206,A,24683
1205,F,123
1205,E,286
1205,D,668
1205,C,1189
1205,B,6785
1205,A,14281
1204,E,1713
1204,D2,3266
1204,D1,3092
1204,C,6772
1204,B,17605
1204,A,21133
1203,F2,2943
1203,F1,3614
1203,E,14000
1203,D2,7501
1203,D1,8876
1203,C,21061
1203,B,16085
1203,A,16783
1202,F,419
1202,E,2176
1202,D,5172
1202,C,2591
1202,B,4600
1202,A,9594
1201,E2,148
1201,E1,132
1201,D,2391
1201,C,24625
1201,B,19430
1201,A,15836
1200,F,1092
1200,E,7871
1200,D,4163
1200,C,9939
1200,B,14058
1200,A,20551
1199,B,20827
1199,A,15054
1198,F,910
1198,E,1191
1198,D,3355
1198,C,3615
1198,B,9533
1198,A,9075
1197,F,265
1197,E,1696
1197,D,5450
1197,C,14012
1197,B,13936
1197,A,13609
1196,F,2718
1196,E,3761
1196,D2,9821
1196,D1,10639
1196,C,9409
1196,B,16797
1196,A,27926
1195,F,907
1195,E,3205
1195,D2,4691
1195,D1,7933
1195,C,26897
1195,B,20120
1195,A,13249
1194,G,265
1194,F,1010
1194,E,1944
1194,D,6632
1194,C,13315
1194,B,10360
1194,A,16417
1193,C,41
1193,B,444
1193,A,285
1192,C,337
1192,B,1253
1192,A,62
1191,B,9657
1191,A,18266
1190,F,93
1190,E,229
1190,D,2317
1190,C,2037
1190,B,6505
1190,A,9413
1189,C,10647
1189,B,14404
1189,A,15382
1188,E,246
1188,D,734
1188,C,1815
1188,B,4617
1188,A2,1250
1188,A1,8477
1187,G,582
1187,F,895
1187,E,8658
1187,D,2678
1187,C,6407
1187,B,12323
1187,A,14961
1186,F,797
1186,E,635
1186,D,9009
1186,C,6158
1186,A,38250
1185,G2,775
1185,G1,2903
1185,F,2063
1185,E,2671
1185,D,6763
1185,C2,7509
1185,C1,11472
1185,B,13518
1185,A,14976
1184,E3,586
1184,E2,957
1184,E1,1653
1184,D2,109
1184,D1,2554
1184,C3,41
1184,C2,633
1184,C1,2305
1184,B3,174
1184,B2,601
1184,B1,5458
1184,A3,140
1184,A2,1002
1184,A1,6033
1183,H,3225
1183,G,2397
1183,F,2053
1183,E,4923
1183,D,14877
1183,C,14142
1183,B,18644
1183,A,25230
1182,F,347
1182,E,2879
1182,D,865
1182,C,4439
1182,B,11219
1182,A,31780
1181,E2,292
1181,E1,489
1181,D,2449
1181,C,3167
1181,B,6345
1181,A,13805
1180,B,9641
1180,A,25551
1179,E,179
1179,D,849
1179,C,2106
1179,B,4405
1179,A,10736
1178,H,257
1178,G,515
1178,F2,917
1178,F1,2141
1178,E,4351
1178,D,7485
1178,C,12119
1178,B,15821
1178,A,10526
1177,B,2613
1177,A,5822
1176,F,2075
1176,E,11425
1176,D,5351
1176,C,14352
1176,B,17321
1176,A,23174
1175,G,522
1175,F,1964
1175,E,3740
1175,D,6372
1175,C,6865
1175,B,10839
1175,A,18422
1174,F,1754
1174,E,1575
1174,D,4734
1174,C,12105
1174,B,15650
1174,A,17870
1173,B,9127
1173,A,16302
1172,F,521
1172,E,318
1172,D,517
1172,C2,866
1172,C1,1106
1172,B,4099
1172,A,5006
1170,I,40
1170,H,48
1170,G,74
1170,F,122
1170,E,261
1170,D,474
1170,C,800
1170,B,1094
1170,A,1487
1169,B,9893
1169,A,12115
1168,E,379
1168,D,383
1168,C,2446
1168,B,3614
1168,A,6938
1167,G,150
1167,F,1661
1167,E,2706
1167,D,7023
1167,C,19124
1167,B,12213
1167,A,19478
1166,F,737
1166,E,2856
1166,D,2197
1166,C,9966
1166,B,11543
1166,A,14416
1165,F2,2233
1165,F1,1942
1165,E,8507
1165,D,16499
1165,C,13116
1165,B,21538
1165,A,13931
1163,F,961
1163,E,696
1163,D,1332
1163,C2,3694
1163,C1,3353
1163,B2,7296
1163,B1,7029
1163,A,13096
1162,B,5832
1162,A,8324
1160,A2,0
1159,B,7109
1159,A,12797
1158,F,417
1158,E,152
1158,D,843
1158,C,1966
1158,B,2253
1158,A,7277
1157,G,933
1157,F,2692
1157,E,8502
1157,D,3798
1157,C2,8153
1157,C1,12756
1157,B,14844
1157,A,15793
1156,G,132
1156,F,1490
1156,E,3156
1156,D,4000
1156,C,6183
1156,B,6254
1156,A,8272
1155,F,447
1155,E,1449
1155,D,7017
1155,C,9276
1155,B,11965
1155,A,15743
1154,G,2833
1154,F,2894
1154,E,6394
1154,D,10058
1154,C,10489
1154,B,16775
1154,A,73162
1153,F,820
1153,E,1513
1153,D,5048
1153,C,7448
1153,B,9109
1153,A,11569
1152,F2,680
1152,F1,581
1152,E,1002
1152,D,2437
1152,C,6729
1152,B,8977
1152,A,15383
1151,F,1252
1151,E,3366
1151,D,8495
1151,C,5383
1151,B,11468
1151,A,11271
1150,B,11365
1150,A,11914
1149,E,541
1149,D,796
1149,C,1314
1149,B,1911
1149,A,15486
1148,H,269
1148,G,337
1148,F,1048
1148,E,1689
1148,D,5013
1148,C,5329
1148,B,7555
1148,A,14989
1147,F,265
1147,E,344
1147,D,759
1147,C,3312
1147,B,2906
1147,A,5292
1146,H,611
1146,G,859
1146,F,1195
1146,E,936
1146,D,1110
1146,C,3744
1146,B,8658
1146,A,22182
1145,G,177
1145,F,515
1145,E,430
1145,D,1166
1145,C,808
1145,B,1463
1145,A,8703
1144,G,2026
1144,F,11888
1144,E,4202
1144,D,10397
1144,C,15532
1144,B,17218
1144,A,19494
1143,C,12899
1143,B,10653
1143,A,13321
1142,E,523
1142,D,538
1142,C,1398
1142,B,3108
1142,A,3466
1141,G,2320
1141,F2,4257
1141,F1,3915
1141,E,6809
1141,D,8608
1141,C,11578
1141,B,21554
1141,A,32669
1140,G,510
1140,F,1269
1140,E,1961
1140,D,12707
1140,C,9677
1140,B,11391
1140,A,12379
1139,F,441
1139,E,1864
1139,D,2394
1139,C,12910
1139,B,16670
1139,A,16869
1138,B,4047
1138,A,18836
1137,F,472
1137,E,524
1137,D,1678
1137,C,1218
1137,B,6224
1137,A,4501
1136,E,1090
1136,D,3836
1136,C,7746
1136,B,11786
1136,A,16492
1133,F2,3429
1133,F1,7963
1133,E,5609
1133,D,12326
1133,C,23762
1133,B,13030
1133,A,17811
1132,G,1051
1132,F,8479
1132,E,1524
1132,D,1950
1132,C,5460
1132,B,13127
1132,A,9655
1131,G,450
1131,F,6789
1131,E,1159
1131,D,3341
1131,C,14978
1131,B,9778
1131,A,12492
1130,C,8715
1130,B,7952
1130,A,11727
1129,E,444
1129,D,1108
1129,C,932
1129,B,2220
1129,A2,4114
1129,A1,3834
1121,C,2019
1121,B,9161
1121,A,7226
1120,F,261
1120,E,129
1120,D,1444
1120,C,2125
1120,B,434
1120,A,1649
1119,H,585
1119,G,507
1119,F,735
1119,E,5089
1119,D,4888
1119,C,6886
1119,B,11425
1119,A,10900
1118,F2,548
1118,F1,6037
1118,E,4243
1118,D2,6373
1118,D1,5725
1118,C,5812
1118,B,12319
1118,A,20277
1117,G,712
1117,F,595
1117,E,1537
1117,D,4412
1117,C,7292
1117,B,14587
1117,A,11059
1116,D6,79
1116,D5,149
1116,D4,169
1116,D3,203
1116,D2,233
1116,D1,275
1116,C3,184
1116,C2,186
1116,C1,264
1116,B2,59
1116,B1,133
1116,A2,180
1116,A1,323
1115,U3,198
1115,U2,236
1115,U1,257
1115,G3,233
1115,G2,313
1115,G1,391
1114,F,2034
1114,E,2906
1114,D,6906
1114,C,7450
1114,B,9023
1114,A,18967
1113,B,7769
1113,A,17466
1111,E,951
1111,D,976
1111,C,6344
1111,B,6311
1111,A,16962
1110,H,293
1110,G,633
1110,F,1790
1110,E,4217
1110,D,3613
1110,C,9472
1110,B,11939
1110,A,15190
1109,F,297
1109,E,557
1109,D,1359
1109,C,263
1109,B,4382
1109,A,8563
1108,F,2992
1108,E2,2231
1108,E1,4578
1108,D,15426
1108,C,12048
1108,B,23435
1108,A,22094
1107,G,1076
1107,F,820
1107,E,2361
1107,D,3743
1107,C,10042
1107,B,16187
1107,A,12109
1106,F,997
1106,E,2597
1106,D,15100
1106,C,14811
1106,B,6782
1106,A,12396
1105,E,1682
1105,D,4164
1105,C,10495
1105,B,9954
1105,A,11040
1104,B,15170
1104,A,15466
1103,E,237
1103,D,417
1103,C,861
1103,B,3300
1103,A,9858
1102,F,2048
1102,E,6109
1102,D,8064
1102,C,13197
1102,B,10481
1102,A,24721
1101,G,1756
1101,F,1377
1101,E,7963
1101,D,4772
1101,C,8311
1101,B,10653
1101,A,17552
1100,F,2611
1100,E,2401
1100,D,868
1100,C,10162
1100,B,11208
1100,A,10221
1099,F,966
1099,C,9714
1099,B,11203
1099,A,12977
1098,F,233
1098,E,247
1098,D,789
1098,C,1093
1098,B,1708
1098,A,8879
1097,H,95
1097,G,802
1097,F,1276
1097,E,485
1097,D,2908
1097,C,8473
1097,B,29793
1097,A,39498
1096,G,1526
1096,F,1820
1096,E,1030
1096,D,8230
1096,C,6860
1096,B,10707
1096,A,18848
1095,F,6357
1095,E,4166
1095,D,7631
1095,C,17191
1095,B,22333
1095,A,32242
1093,G,1949
1093,F,1024
1093,E,1667
1093,D,9474
