contestId,index,solvedCount
1770,D,3931
1770,C,8741
1770,B,19671
1770,A,23871
1769,D3,119
1769,D2,197
1769,D1,385
1769,C2,987
1769,C1,986
1769,B2,889
1769,B1,1392
1769,A,1991
1768,F,881
1768,E,1933
1768,D,7339
1768,C,14418
1768,B,23481
1768,A,29211
1767,F,324
1767,E,984
1767,D,10116
1767,C,2699
1767,B,20580
1767,A,20705
1766,F,290
1766,E,1255
1766,D,9127
1766,C,13828
1766,B,21521
1766,A,28041
1765,N,5033
1765,M,16866
1765,L,601
1765,K,6002
1765,J,217
1765,I,219
1765,H,1342
1765,G,418
1765,F,622
1765,E,10352
1765,D,4331
1765,C,410
1765,B,9178
1765,A,724
1764,H,198
1764,G3,477
1764,G2,541
1764,G1,599
1764,F,1030
1764,E,1276
1764,D,2832
1764,C,9571
1764,B,16168
1764,A,16789
1763,F,497
1763,E,1846
1763,D,2104
1763,C,6830
1763,B,14871
1763,A,15884
1762,G,104
1762,F,692
1762,E,691
1762,D,3730
1762,C,9325
1762,B,17192
1762,A,19400
1761,G,118
1761,F2,84
1761,F1,212
1761,E,1886
1761,D,2498
1761,C,9745
1761,B,13605
1761,A,20898
1760,G,7576
1760,F,12608
1760,E,20807
1760,D,24232
1760,C,38290
1760,B,46089
1760,A,62683
1759,G,4577
1759,F,4001
1759,E,11087
1759,D,14154
1759,C,18048
1759,B,22407
1759,A,30442
1758,F,179
1758,E,862
1758,D,7467
1758,C,13894
1758,B,21659
1758,A,25434
1754,B,19039
1754,A,23421
1753,F,214
1753,E,333
1753,D,1788
1753,C,4601
1753,B,13087
1753,A2,10568
1753,A1,15226
1750,H,85
1750,G,251
1750,F,937
1750,E,1459
1750,D,6110
1750,C,9692
1750,B,16330
1750,A,17184
1749,F,527
1749,E,1773
1749,D,5660
1749,C,14212
1749,B,21208
1749,A,22480
1748,F,340
1748,E,2018
1748,D,2875
1748,C,11390
1748,B,15279
1748,A,24256
1747,E,529
1747,D,4769
1747,C,21570
1747,B,23515
1747,A,25159
1746,G,97
1746,F,1895
1746,E2,402
1746,E1,1465
1746,D,4713
1746,C,13019
1746,B,17407
1746,A,20013
1744,F,3181
1744,E2,5714
1744,E1,11109
1744,D,21872
1744,C,28736
1744,B,23721
1744,A,27402
1743,G,260
1743,F,1557
1743,E,1661
1743,D,7697
1743,C,19392
1743,B,22350
1743,A,27068
1742,G,11128
1742,F,12078
1742,E,26043
1742,D,24662
1742,C,33948
1742,B,49755
1742,A,77273
1741,G,1544
1741,F,2509
1741,E,12873
1741,D,15569
1741,C,17942
1741,B,25630
1741,A,31230
1740,I,115
1740,H,239
1740,G,189
1740,F,830
1740,E,4436
1740,D,8244
1740,C,11214
1740,B,13845
1740,A,20574
1739,F,553
1739,E,1249
1739,D,5273
1739,C,9231
1739,B,22699
1739,A,22916
1738,H,239
1738,G,471
1738,F,1250
1738,E,1578
1738,D,3492
1738,C,11436
1738,B,16169
1738,A,13608
1737,G,117
1737,F,126
1737,E,951
1737,D,1925
1737,C,5859
1737,B,9493
1737,A,10239
1736,E,748
1736,D,2542
1736,C2,1349
1736,C1,15274
1736,B,18341
1736,A,23009
1735,F,234
1735,E,1079
1735,D,5593
1735,C,10043
1735,B,18367
1735,A,20404
1734,F,831
1734,E,2969
1734,D,6416
1734,C,19474
1734,B,15904
1734,A,21352
1733,E,1268
1733,D2,4315
1733,D1,13727
1733,C,15868
1733,B,19935
1733,A,21108
1732,E,468
1732,D2,1424
1732,D1,8850
1732,C2,2645
1732,C1,6059
1732,B,15384
1732,A,15345
1731,F,711
1731,E,2913
1731,D,7324
1731,C,9850
1731,B,18976
1731,A,22758
1730,F,568
1730,E,657
1730,D,2749
1730,C,16737
1730,B,13160
1730,A,23251
1729,G,2244
1729,F,4212
1729,E,7141
1729,D,21594
1729,C,20312
1729,B,30576
1729,A,41236
1728,G,492
1728,F,435
1728,E,1769
1728,D,7400
1728,C,16150
1728,B,20219
1728,A,24777
1726,H,88
1726,G,325
1726,F,131
1726,E,1446
1726,D,3778
1726,C,12506
1726,B,15459
1726,A,22879
1725,M,3210
1725,L,950
1725,K,693
1725,J,403
1725,I,229
1725,H,2682
1725,G,6008
1725,F,1005
1725,E,504
1725,D,130
1725,C,1667
1725,B,15007
1725,A,9407
1722,G,11732
1722,F,7125
1722,E,11218
1722,D,23862
1722,C,31789
1722,B,47748
1722,A,52951
1721,F,409
1721,E,2045
1721,D,6786
1721,C,13544
1721,B,22468
1721,A,27189
1720,E,821
1720,D2,1930
1720,D1,6109
1720,C,17019
1720,B,21360
1720,A,22629
1719,C,13424
1719,B,18615
1719,A,25705
1718,F,165
1718,E,121
1718,D,316
1718,C,1648
1718,B,3066
1718,A2,5359
1718,A1,5879
1717,F,539
1717,E,2794
1717,D,4469
1717,C,14806
1717,B,14935
1717,A,19630
1716,F,1099
1716,E,1110
1716,D,5371
1716,C,4258
1716,B,21490
1716,A,33329
1715,F,532
1715,E,1776
1715,D,5239
1715,C,8766
1715,B,22694
1715,A,23647
1714,G,7780
1714,F,3306
1714,E,17177
1714,D,9264
1714,C,31361
1714,B,30794
1714,A,30151
1713,F,555
1713,E,1741
1713,D,5755
1713,C,17608
1713,B,21533
1713,A,22085
1712,F,339
1712,E2,1388
1712,E1,2220
1712,D,4591
1712,C,20061
1712,B,21725
1712,A,24230
1711,B,13521
1711,A,25330
1710,E,517
1710,D,428
1710,C,1401
1710,B,2510
1710,A,11042
1709,F,573
1709,E,2832
1709,D,8561
1709,C,8959
1709,B,23121
1709,A,29917
1708,B,21322
1708,A,21875
1707,F,155
1707,E,739
1707,D,668
1707,C,1576
1707,B,5837
1707,A,13836
1706,E,2813
1706,D2,1737
1706,D1,7097
1706,C,15112
1706,B,16697
1706,A,23116
1705,F,625
1705,E,2126
1705,D,6435
1705,C,13496
1705,B,23419
1705,A,25454
1704,H2,93
1704,H1,187
1704,G,115
1704,F,1070
1704,E,2399
1704,D,5091
1704,C,16491
1704,B,18944
1704,A,16089
1703,G,10999
1703,F,20881
1703,E,19120
1703,D,26213
1703,C,36335
1703,B,51613
1703,A,73224
1702,G2,4773
1702,G1,5551
1702,F,8537
1702,E,13746
1702,D,23987
1702,C,22747
1702,B,27863
1702,A,35316
1701,F,958
1701,E,1160
1701,D,5753
1701,C,17615
1701,B,20286
1701,A,26508
1700,F,953
1700,E,882
1700,D,6205
1700,C,11099
1700,B,18945
1700,A,23016
1699,E,1231
1699,D,3181
1699,C,9920
1699,B,20007
1699,A,24137
1698,G,324
1698,F,659
1698,E,1663
1698,D,9663
1698,C,18701
1698,B,21020
1698,A,29654
1697,F,577
1697,E,1250
1697,D,4529
1697,C,14607
1697,B,27170
1697,A,25869
1696,H,165
1696,G,280
1696,F,951
1696,E,4166
1696,D,5537
1696,C,11791
1696,B,22445
1696,A,19000
1695,E,454
1695,D2,2047
1695,D1,2214
1695,C,11141
1695,B,18692
1695,A,16425
1694,B,19396
1694,A,22840
1693,F,425
1693,E,434
1693,D,861
1693,C,2684
1693,B,8660
1693,A,16366
1692,H,7655
1692,G,18538
1692,F,23411
1692,E,23066
1692,D,19776
1692,C,34918
1692,B,34868
1692,A,67986
1691,F,1005
1691,E,1868
1691,D,5923
1691,C,15888
1691,B,23948
1691,A,30783
1690,G,3472
1690,F,7297
1690,E,15449
1690,D,31180
1690,C,26417
1690,B,25757
1690,A,33880
1689,E,1238
1689,D,4275
1689,C,11478
1689,B,17736
1689,A,16874
1688,C,8231
1688,B,18383
1688,A,21905
1687,F,87
1687,E,235
1687,D,616
1687,C,1445
1687,B,3711
1687,A,10523
1686,B,18420
1686,A,20561
1685,E,155
1685,D2,108
1685,D1,451
1685,C,1104
1685,B,3317
1685,A,17361
1684,H,245
1684,G,622
1684,F,929
1684,E,3217
1684,D,9868
1684,C,12482
1684,B,21121
1684,A,24059
1682,F,320
1682,E,626
1682,D,3364
1682,C,15032
1682,B,19180
1682,A,19368
1681,F,1824
1681,E,807
1681,D,9806
1681,C,17599
1681,B,20233
1681,A,21085
1680,F,684
1680,E,3851
1680,D,1191
1680,C,10112
1680,B,18512
1680,A,21708
1679,F,579
1679,E,1218
1679,D,4986
1679,C,10523
1679,B,19231
1679,A,25420
1678,B2,6701
1678,B1,16019
1678,A,18304
1677,F,94
1677,E,578
1677,D,1298
1677,C,3664
1677,B,4241
1677,A,8564
1676,H2,11096
1676,H1,14449
1676,G,16372
1676,F,17380
1676,E,27367
1676,D,25872
1676,C,30798
1676,B,50329
1676,A,67409
1675,G,1798
1675,F,5445
1675,E,10874
1675,D,13293
1675,C,18419
1675,B,28368
1675,A,33731
1674,G,2561
1674,F,5139
1674,E,6554
1674,D,16586
1674,C,23972
1674,B,26699
1674,A,26524
1673,F,854
1673,E,726
1673,D,3351
1673,C,13183
1673,B,15661
1673,A,18526
1672,I,176
1672,H,989
1672,G,332
1672,F2,828
1672,F1,3161
1672,E,2285
1672,D,6372
1672,C,13363
1672,B,15982
1672,A,16232
1671,F,338
1671,E,2786
1671,D,7802
1671,C,17793
1671,B,18705
1671,A,20631
1670,F,1004
1670,E,1791
1670,D,5215
1670,C,10094
1670,B,12849
1670,A,15504
1669,H,19776
1669,G,18897
1669,F,27204
1669,E,18451
1669,D,22806
1669,C,35916
1669,B,45154
1669,A,66697
1668,B,16852
1668,A,16387
1667,F,103
1667,E,687
1667,D,679
1667,C,1691
1667,B,3797
1667,A,14832
1666,L,3231
1666,K,253
1666,J,1393
1666,I,1506
1666,H,73
1666,G,137
1666,F,1221
1666,E,755
1666,D,9304
1666,C,3286
1666,B,55
1666,A,113
1665,E,1556
1665,D,4064
1665,C,8498
1665,B,21359
1665,A,23884
1663,H,1286
1663,G,213
1663,F,349
1663,E,559
1663,D,1418
1663,C,5708
1663,B,3419
1663,A,10530
1662,O,1438
1662,N,800
1662,M,3598
1662,L,1131
1662,K,342
1662,J,238
1662,I,2233
1662,H,3112
1662,G,484
1662,F,1080
1662,E,147
1662,D,1925
1662,C,345
1662,B,141
1662,A,4484
1661,F,619
1661,E,971
1661,D,4817
1661,C,9527
1661,B,18146
1661,A,18488
1660,F2,2784
1660,F1,7383
1660,E,7436
1660,D,8870
1660,C,19866
1660,B,28304
1660,A,36427
1659,F,193
1659,E,1631
1659,D,4077
1659,C,10873
1659,B,11073
1659,A,19664
1658,F,780
1658,E,1074
1658,D2,2603
1658,D1,9219
1658,C,9458
1658,B,18722
1658,A,20419
1657,F,585
1657,E,2161
1657,D,4965
1657,C,16951
1657,B,22962
1657,A,24132
1656,I,106
1656,H,597
1656,G,390
1656,F,1077
1656,E,3524
1656,D,6963
1656,C,19472
1656,B,19659
1656,A,19778
1654,H,82
1654,G,411
1654,F,1224
1654,E,2123
1654,D,2879
1654,C,13650
1654,B,15683
1654,A,18744
1651,F,385
1651,E,527
1651,D,5264
1651,C,10849
1651,B,19749
1651,A,25817
1650,G,2539
1650,F,1508
1650,E,4198
1650,D,13173
1650,C,16934
1650,B,28015
1650,A,35113
1649,B,13192
1649,A,15627
1648,F,136
1648,E,420
1648,D,893
1648,C,3017
1648,B,6551
1648,A,13369
1647,F,460
1647,E,1005
1647,D,5353
1647,C,12730
1647,B,15555
1647,A,22898
1646,F,546
1646,E,2492
1646,D,3868
1646,C,14573
1646,B,21347
1646,A,24437
1644,F,330
1644,E,3145
1644,D,7361
1644,C,13924
1644,B,20789
1644,A,27526
1642,B,17114
1642,A,16273
1641,F,104
1641,E,210
1641,D,1197
1641,C,2524
1641,B,3846
1641,A,18062
1639,K,0
1639,J,0
1639,I,0
1639,H,0
1639,G,0
1639,F,0
1639,E,0
1639,D,0
1639,C,0
1639,B,0
1639,A,0
1638,F,227
1638,E,1965
1638,D,4266
1638,C,14838
1638,B,21053
1638,A,21592
1637,H,335
1637,G,534
1637,F,1812
1637,E,3414
1637,D,7904
1637,C,17921
1637,B,14916
1637,A,22482
1635,F,1142
1635,E,2280
1635,D,6358
1635,C,18128
1635,B,17992
1635,A,23271
1634,F,1624
1634,E,1742
1634,D,4431
1634,C,18337
1634,B,17129
1634,A,24012
1633,F,324
1633,E,1564
1633,D,14539
1633,C,20206
1633,B,27965
1633,A,33622
1632,E2,1021
1632,E1,1200
1632,D,4777
1632,C,12905
1632,B,22994
1632,A,29706
1631,B,20816
1631,A,29706
1630,F,588
1630,E,447
1630,D,1677
1630,C,2984
1630,B,5830
1630,A,14743
1629,B,23644
1629,A,29476
1628,F,90
1628,E,924
1628,D2,2191
1628,D1,3245
1628,C,3228
1628,B,11768
1628,A,15806
1627,F,601
1627,E,2441
1627,D,8444
1627,C,14756
1627,B,16758
1627,A,24161
1626,F,743
1626,E,1610
1626,D,3954
1626,C,11051
1626,B,22997
1626,A,29210
1625,E2,602
1625,E1,1058
1625,D,2089
1625,C,10924
1625,B,16167
1625,A,17375
1624,G,6173
1624,F,3411
1624,E,4169
1624,D,17303
1624,C,25112
1624,B,38073
1624,A,53103
1623,E,1132
1623,D,1388
1623,C,12461
1623,B,14157
1623,A,20146
1622,F,682
1622,E,1934
1622,D,4163
1622,C,13363
1622,B,21259
1622,A,30376
1621,I,119
1621,H,181
1621,G,660
1621,F,557
1621,E,1773
1621,D,4110
1621,C,6975
1621,B,13564
1621,A,23955
1620,G,939
1620,F,631
1620,E,8462
1620,D,4270
1620,C,6651
1620,B,21911
1620,A,21726
1619,H,1182
1619,G,2440
1619,F,2134
1619,E,9349
1619,D,7718
1619,C,21268
1619,B,31171
1619,A,53293
1618,G,1632
1618,F,4311
1618,E,7293
1618,D,19213
1618,C,23861
1618,B,22823
1618,A,32611
1617,E,884
1617,D2,1818
1617,D1,4765
1617,C,15155
1617,B,23775
1617,A,16350
1616,H,1000
1616,G,285
1616,F,603
1616,E,2518
1616,D,4980
1616,C,12371
1616,B,19833
1616,A,22941
1615,H,334
1615,G,155
1615,F,909
1615,E,1516
1615,D,1940
1615,C,8509
1615,B,16260
1615,A,20885
1614,E,838
1614,D2,2413
1614,D1,4000
1614,C,10365
1614,B,19950
1614,A,23577
1613,F,703
1613,E,5257
1613,D,4772
1613,C,25202
1613,B,21921
1613,A,24801
1612,G,879
1612,F,627
1612,E,2574
1612,D,9364
1612,C,18177
1612,B,17369
1612,A,17736
1611,G,655
1611,F,6597
1611,E2,3884
1611,E1,7426
1611,D,10003
1611,C,18552
1611,B,30007
1611,A,31706
1610,I,288
1610,H,510
1610,G,484
1610,F,544
1610,E,1716
1610,D,2773
1610,C,11982
1610,B,16471
1610,A,16246
1609,H,94
1609,G,411
1609,F,812
1609,E,2163
1609,D,7403
1609,C,9837
1609,B,11752
1609,A,17311
1608,G,164
1608,F,629
1608,E,445
1608,D,1418
1608,C,6791
1608,B,11849
1608,A,19189
1607,H,1262
1607,G,1579
1607,F,1973
1607,E,9443
1607,D,17060
1607,C,25282
1607,B,27242
1607,A,37848
1606,F,567
1606,E,3605
1606,D,1473
1606,C,14307
1606,B,18784
1606,A,25631
1605,F,311
1605,E,1067
1605,D,2974
1605,C,17229
1605,B,18215
1605,A,20743
1604,B,15796
1604,A,21726
1603,F,290
1603,E,490
1603,D,703
1603,C,2074
1603,B,13791
1603,A,16857
1602,B,14197
1602,A,19100
1601,F,189
1601,E,492
1601,D,1494
1601,C,2078
1601,B,5053
1601,A,15149
1600,J,4030
1600,F,502
1600,E,2150
1599,J,305
1599,I,121
1599,H,1086
1599,G,371
1599,F,346
1599,E,67
1599,D,30
1599,C,1694
1599,B,143
1599,A,693
1598,G,346
1598,F,1455
1598,E,2345
1598,D,8842
1598,C,21292
1598,B,16222
1598,A,23676
1594,F,1388
1594,E2,1501
1594,E1,11289
1594,D,7657
1594,C,20204
1594,B,20204
1594,A,24994
1593,G,1739
1593,F,2479
1593,E,12692
1593,D2,5100
1593,D1,20417
1593,C,25271
1593,B,28216
1593,A,37382
1592,F2,785
1592,F1,920
1592,E,1685
1592,D,2350
1592,C,8158
1592,B,16168
1592,A,22522
1588,F,288
1586,I,205
1585,G,192
1585,F,1272
1585,E,1082
1585,D,3911
1585,C,12178
1585,B,15308
1585,A,17971
1584,G,211
1584,F,996
1584,E,1312
1584,D,3720
1584,C,16661
1584,B,13496
1584,A,14983
1583,H,340
1583,G,465
1583,F,1355
1583,E,2257
1583,D,5448
1583,C,7000
1583,B,12426
1583,A,13809
1582,G,599
1582,F2,1867
1582,F1,5762
1582,E,3817
1582,D,10692
1582,C,16321
1582,B,21439
1582,A,18666
1581,B,11569
1581,A,13540
1580,F,135
1580,E,77
1580,D,947
1580,C,1846
1580,B,1071
1580,A,3715
1579,G,2433
1579,F,4850
1579,E2,6753
1579,E1,21962
1579,D,16293
1579,C,10686
1579,B,18263
1579,A,39340
1578,M,457
1578,L,1236
1578,K,371
1578,J,238
1578,I,63
1578,H,2046
1578,G,38
1578,F,164
1578,E,3860
1578,D,46
1578,C,10
1578,B,339
1578,A,357
1576,A,0
1575,M,253
1575,L,1440
1575,K,719
1575,J,3867
1575,I,926
1575,H,634
1575,G,719
1575,F,122
1575,E,337
1575,D,2621
1575,C,166
1575,B,481
1575,A,4670
1574,F,636
1574,E,922
1574,D,4544
1574,C,17331
1574,B,17453
1574,A,22020
1573,B,14787
1573,A,21257
1572,F,267
1572,E,301
1572,D,519
1572,C,1512
1572,B,1866
1572,A,9197
1571,J,43
1571,I,61
1571,H,51
1571,G,78
1571,F,208
1571,E,345
1571,D,337
1571,C,382
1571,B,725
1571,A,1349
1569,F,284
1569,E,817
1569,D,4417
1569,C,12191
1569,B,18998
1569,A,25660
1567,F,760
1567,E,3749
1567,D,4562
1567,C,12289
1567,B,23779
1567,A,30295
1566,H,129
1566,G,344
1566,F,963
1566,E,4197
1566,D2,7937
1566,D1,14105
1566,C,17774
1566,B,19871
1566,A,23676
1562,F,409
1562,E,1430
1562,D2,2151
1562,D1,6397
1562,C,13436
1562,B,19763
1562,A,25734
1561,D1,5676
1561,C,15193
1561,A,16628
1560,F2,4473
1560,F1,6223
1560,E,8157
1560,D,18366
1560,C,26797
1560,B,36151
1560,A,61796
1559,E,2349
1559,D2,2696
1559,D1,14098
1559,C,20790
1559,B,22747
1559,A,32523
1558,F,400
1558,E,484
1558,D,992
1558,C,3385
1558,B,4853
1558,A,11149
1557,E,720
1557,D,2591
1557,C,8695
1557,B,23623
1557,A,28081
1556,H,377
1556,G,341
1556,F,1275
1556,E,2748
1556,D,7126
1556,C,5836
1556,B,12789
1556,A,18135
1555,F,874
1555,E,4090
1555,D,12670
1555,C,22118
1555,B,16213
1555,A,28465
1554,E,1251
1554,D,9618
1554,C,9020
1554,B,12934
1554,A,29641
1553,I,209
1553,H,720
1553,G,1064
1553,F,2260
1553,E,3397
1553,D,13907
1553,C,18141
1553,B,14284
1553,A,31491
1552,I,130
1552,H,394
1552,G,536
1552,F,2983
1552,E,1934
1552,D,7132
1552,C,5962
1552,B,15622
1552,A,24016
1551,F,1870
1551,E,4014
1551,D2,2794
1551,D1,7168
1551,C,13465
1551,B2,15658
1551,B1,29779
1551,A,52092
1550,F,694
1550,E,1589
1550,D,1876
1550,C,10279
1550,B,26775
1550,A,28344
1549,B,24730
1549,A,32963
1548,E,468
1548,D2,266
1548,D1,1487
1548,C,1852
1548,B,10111
1548,A,16621
1547,G,3081
1547,F,5979
1547,E,14672
1547,D,16989
1547,C,22906
1547,B,26617
1547,A,30850
1546,B,13248
1546,A,18303
1545,F,111
1545,E2,89
1545,E1,85
1545,D,505
1545,C,646
1545,B,6030
1545,A,14057
1543,E,417
1543,D2,2032
1543,D1,7668
1543,C,5341
1543,B,23375
1543,A,29148
1542,E2,870
1542,E1,1262
1542,D,2678
1542,C,14480
1542,B,23598
1542,A,45720
1541,B,29397
1541,A,29621
1540,E,108
1540,D,283
1540,C2,478
1540,C1,643
1540,B,2681
1540,A,14065
1539,F,892
1539,E,970
1539,D,11806
1539,C,23621
1539,B,24926
1539,A,20350
1538,G,4624
1538,F,19641
1538,E,2934
1538,D,13830
1538,C,29314
1538,B,31906
1538,A,37364
1537,F,2527
1537,E2,5291
1537,E1,13303
1537,D,12587
1537,C,28082
1537,B,30927
1537,A,37805
1536,F,970
1536,E,2470
1536,D,4755
1536,C,14432
1536,B,19238
1536,A,20260
1535,F,461
1535,E,2816
1535,D,7855
1535,C,16706
1535,B,30962
1535,A,50778
1534,H,154
1534,G,581
1534,F2,569
1534,F1,1264
1534,E,1965
1534,D,6150
1534,C,12928
1534,B,12558
1534,A,12797
1533,J,44
1533,I,52
1533,H,84
1533,G,90
1533,F,216
1533,E,277
1533,D,443
1533,C,474
1533,B,772
1533,A,1078
1532,F,219
1532,E,391
1532,D,586
1532,C,640
1532,B,825
1532,A,1139
1531,E3,269
1531,E2,338
1531,E1,358
1531,D,354
1531,C,650
1531,B2,769
1531,B1,1114
1531,A,1453
1530,H,165
1530,G,147
1530,F,835
1530,E,3004
1530,D,9338
1530,C,14792
1530,B,15832
1530,A,21172
1529,B,20662
1529,A,29925
1528,F,291
1528,E,537
1528,D,1461
1528,C,2682
1528,B,8801
1528,A,15183
1527,E,2396
1527,D,1938
1527,C,13764
1527,B2,8040
1527,B1,26786
1527,A,36361
1526,F,295
1526,E,1073
1526,D,2503
1526,C2,23453
1526,C1,23258
1526,B,31409
1526,A,24308
1525,F,334
1525,E,2125
1525,D,9922
1525,C,4522
1525,B,25129
1525,A,25722
1523,H,310
1523,G,471
1523,F,438
1523,E,1728
1523,D,2204
1523,C,8863
1523,B,12134
1523,A,13546
1521,E,682
1521,D,1990
1521,C,4396
1521,B,21597
1521,A,37956
1520,G,3774
1520,F2,3064
1520,F1,12196
1520,E,22039
1520,D,48840
1520,C,32151
1520,B,45173
1520,A,52707
1519,F,454
1519,E,832
1519,D,15520
1519,C,17338
1519,B,31204
1519,A,29149
1517,H,75
1517,G,518
1517,F,473
1517,E,990
1517,D,7897
1517,C,13466
1517,B,13324
1517,A,25689
1516,E,894
1516,D,4490
1516,C,12106
1516,B,19929
1516,A,23645
1515,I,286
1515,H,253
1515,G,1049
1515,F,1846
1515,E,3703
1515,D,11514
1515,C,17358
1515,B,25255
1515,A,20328
1514,E,630
1514,D,4394
1514,C,15515
1514,B,25981
1514,A,24347
1513,F,1296
1513,E,1538
1513,D,5584
1513,C,14442
1513,B,15152
1513,A,19474
1512,G,8362
1512,F,6317
1512,E,10623
1512,D,22853
1512,C,20426
1512,B,25560
1512,A,66259
1511,G,817
1511,F,453
1511,E,2624
1511,D,11650
1511,C,24568
1511,B,23127
1511,A,27804
1510,K,5557
1510,J,533
1510,I,504
1510,H,101
1510,G,1320
1510,F,59
1510,E,260
1510,D,1957
1510,C,221
1510,B,777
1510,A,156
1509,C,12883
1509,B,21792
1509,A,26119
1508,F,128
1508,E,352
1508,D,589
1508,C,1533
1508,B,4060
1508,A,6315
1506,G,4411
1506,F,3347
1506,E,13247
1506,D,22357
1506,C,25999
1506,B,20332
1506,A,30853
1505,I,563
1505,H,517
1505,G,308
1505,F,1520
1505,E,1812
1505,D,806
1505,C,6488
1505,B,6218
1505,A,14711
1504,B,19060
1504,A,21840
1503,F,184
1503,E,716
1503,D,1135
1503,C,3487
1503,B,7108
1503,A,13596
1501,B,19408
1501,A,11669
1500,F,355
1500,E,280
1500,D,477
1500,C,824
1500,B,2105
1500,A,8956
1499,G,196
1499,F,1382
1499,E,1531
1499,D,5986
1499,C,12766
1499,B,20905
1499,A,21343
1498,F,935
1498,E,1956
1498,D,2355
1498,C,9909
1498,B,17649
1498,A,23449
1497,E2,1766
1497,E1,8449
1497,D,1562
1497,C2,17608
1497,C1,26259
1497,B,20618
1497,A,24621
1496,B,17636
1496,A,21115
1495,F,347
1495,E,418
1495,D,1351
1495,C,2697
1495,B,6072
1495,A,17209
1494,F,390
1494,E,1867
1494,D,2609
1494,C,5478
1494,B,14508
1494,A,21049
1493,F,455
1493,E,952
1493,D,5109
1493,C,4673
1493,B,11926
1493,A,19396
1492,E,1215
1492,D,6181
1492,C,16315
1492,B,18566
1492,A,22805
1491,I,86
1491,H,917
1491,G,847
1491,F,1022
1491,E,2186
1491,D,7275
1491,C,8020
1491,B,13903
1491,A,18332
1490,G,5749
1490,F,16453
1490,E,19412
1490,D,19758
1490,C,34051
1490,B,26453
1490,A,31408
1488,J,35
1488,I,37
1488,H,59
1488,G,124
1488,F,178
1488,E,217
1488,D,341
1488,C,431
1488,B,571
1488,A,1457
1487,G,605
1487,F,394
1487,E,4614
1487,D,18445
1487,C,14339
1487,B,21732
1487,A,26657
1486,F,695
1486,E,3003
1486,D,7561
1486,C2,8697
1486,C1,12587
1486,B,16355
1486,A,25646
1485,F,2015
1485,E,1370
1485,D,5235
1485,C,10107
1485,B,17189
1485,A,23202
1482,H,487
1482,G,300
1482,F,1571
1482,E,3301
1482,D,3908
1482,C,9470
1482,B,9256
1482,A,20566
1481,F,521
1481,E,2153
1481,D,4604
1481,C,11756
1481,B,19362
1481,A,25052
1480,B,17316
1480,A,26041
1479,E,219
1479,D,1035
1479,C,1348
1479,B2,4116
1479,B1,7061
1479,A,11946
1478,C,9906
1478,B,18384
1478,A,26704
1477,F,139
1477,E,128
1477,D,576
1477,C,2364
1477,B,3269
1477,A,6035
1476,G,589
1476,F,827
1476,E,2406
1476,D,8705
1476,C,11485
1476,B,20236
1476,A,38582
1475,G,6963
1475,F,5405
1475,E,14001
1475,D,10304
1475,C,21702
1475,B,50123
1475,A,63586
1474,F,252
1474,E,1358
1474,D,4044
1474,C,12900
1474,B,29747
1474,A,22678
1473,G,407
1473,F,982
1473,E,3785
1473,D,9795
1473,C,12794
1473,B,31968
1473,A,34158
1472,G,4834
1472,F,3102
1472,E,8198
1472,D,27902
1472,C,31865
1472,B,51975
1472,A,42494
1471,B,19425
1471,A,27042
1470,F,137
1470,E,300
1470,D,3777
1470,C,1356
1470,B,6378
1470,A,23014
1469,F,968
1469,E,2008
1469,D,9532
1469,C,10837
1469,B,27770
1469,A,27772
1468,N,8302
1468,M,966
1468,L,328
1468,K,5180
1468,J,4462
1468,I,516
1468,H,1831
1468,G,828
1468,F,3791
1468,E,8910
1468,D,4778
1468,C,8198
1468,B,224
1468,A,1703
1467,E,1461
1467,D,3733
1467,C,6461
1467,B,11050
1467,A,24494
1466,I,202
1466,H,325
1466,G,946
1466,F,2897
1466,E,7401
1466,D,11574
1466,C,17812
1466,B,22801
1466,A,22655
1464,F,329
1463,F,613
1463,E,1548
1463,D,4491
1463,C,5695
1463,B,19650
1463,A,25873
1462,F,7087
1462,E2,9945
1462,E1,14005
1462,D,16939
1462,C,33170
1462,B,27634
1462,A,42656
1461,F,571
1461,E,2136
1461,D,9351
1461,C,11390
1461,B,12702
1461,A,18627
1459,B,15240
1459,A,17073
1458,F,288
1458,E,499
1458,D,1185
1458,C,1362
1458,B,3606
1458,A,18891
1456,E,287
1455,G,426
1455,F,457
1455,E,1552
1455,D,12423
1455,C,19730
1455,B,22109
1455,A,26599
1454,F,4130
1454,E,5906
1454,D,20711
1454,C,21631
1454,B,28747
1454,A,41057
1453,F,857
1453,E,2071
1453,D,4199
1453,C,6070
1453,B,13444
1453,A,22748
1452,G,494
1452,F,324
1452,E,1573
1452,D,8068
1452,C,19801
1452,B,14856
1452,A,22218
1451,F,1000
1451,E2,3027
1451,E1,4455
1451,D,9633
1451,C,15894
1451,B,19394
1451,A,24400
1450,H2,222
1450,H1,444
1450,G,316
1450,F,1354
1450,E,1161
1450,D,5540
1450,C2,3752
1450,C1,5562
1450,B,15253
1450,A,18058
1447,B,17273
1447,A,13884
1446,F,338
1446,E,89
1446,D2,1372
1446,D1,1796
1446,C,3693
1446,B,7954
1446,A,15763
1445,B,15432
1445,A,19159
1444,E,139
1444,D,604
1444,C,1626
1444,B,6377
1444,A,13248
1443,E,1275
1443,C,15583
1443,B,15885
1443,A,16283
1442,F,140
1442,E,619
1442,D,2339
